,player_id,team_name,season,league,gp,g,a,pts,pim,pm,first_name,last_name,name,player_type,position,shoots,dob,youth_team,nationality,weight_metric,weight_imperial,height_metric,height_imperial,draft_year,round,overall_pick_num,draft_team_name
1560,355487,Sudbury Wolves,2018-2019,OHL,58.0,6.0,11.0,17.0,45.0,15.0,Peter,Stratis,Peter Stratis,SKATER,D,R,2000-01-18,,CAN,84.0,185.0,183.0,"6'0""",,,,
1561,355487,Sarnia Sting,2019-2020,OHL,23.0,1.0,6.0,7.0,10.0,-17.0,Peter,Stratis,Peter Stratis,SKATER,D,R,2000-01-18,,CAN,84.0,185.0,183.0,"6'0""",,,,
1562,355487,Sudbury Wolves,2019-2020,OHL,33.0,2.0,6.0,8.0,24.0,1.0,Peter,Stratis,Peter Stratis,SKATER,D,R,2000-01-18,,CAN,84.0,185.0,183.0,"6'0""",,,,
1563,293179,Ottawa 67's,2018-2019,OHL,53.0,29.0,36.0,65.0,32.0,51.0,Marco,Rossi,Marco Rossi,SKATER,F,L,2001-09-23,VEU Feldkirch,AUT,83.0,183.0,176.0,"5'9""",2020.0,1.0,9.0,Minnesota Wild
1564,293179,Ottawa 67's,2019-2020,OHL,56.0,39.0,81.0,120.0,40.0,69.0,Marco,Rossi,Marco Rossi,SKATER,F,L,2001-09-23,VEU Feldkirch,AUT,83.0,183.0,176.0,"5'9""",2020.0,1.0,9.0,Minnesota Wild
1565,651961,Hamilton Bulldogs,2021-2022,OHL,11.0,0.0,2.0,2.0,0.0,2.0,Noah,Van Vliet,Noah Van Vliet,SKATER,D,L,2004-02-18,,CAN,93.0,205.0,188.0,"6'2""",,,,
1566,32722,Barrie Colts,2006-2007,OHL,13.0,1.0,0.0,1.0,10.0,-3.0,George,Lovatsis,George Lovatsis,SKATER,F,R,1989-11-30,,CAN,88.0,194.0,181.0,"5'11""",,,,
1567,32722,Barrie Colts,2007-2008,OHL,67.0,9.0,6.0,15.0,26.0,-18.0,George,Lovatsis,George Lovatsis,SKATER,F,R,1989-11-30,,CAN,88.0,194.0,181.0,"5'11""",,,,
1568,32722,Barrie Colts,2008-2009,OHL,2.0,0.0,0.0,0.0,0.0,-1.0,George,Lovatsis,George Lovatsis,SKATER,F,R,1989-11-30,,CAN,88.0,194.0,181.0,"5'11""",,,,
1569,32722,Kingston Frontenacs,2008-2009,OHL,65.0,12.0,23.0,35.0,23.0,-5.0,George,Lovatsis,George Lovatsis,SKATER,F,R,1989-11-30,,CAN,88.0,194.0,181.0,"5'11""",,,,
1570,413825,North Bay Battalion,2018-2019,OHL,12.0,2.0,1.0,3.0,2.0,-1.0,Kyle,Jackson,Kyle Jackson,SKATER,F,L,2002-10-17,,CAN,87.0,192.0,188.0,"6'2""",,,,
1571,413825,North Bay Battalion,2019-2020,OHL,62.0,8.0,14.0,22.0,6.0,-24.0,Kyle,Jackson,Kyle Jackson,SKATER,F,L,2002-10-17,,CAN,87.0,192.0,188.0,"6'2""",,,,
1572,413825,North Bay Battalion,2021-2022,OHL,45.0,30.0,32.0,62.0,23.0,17.0,Kyle,Jackson,Kyle Jackson,SKATER,F,L,2002-10-17,,CAN,87.0,192.0,188.0,"6'2""",,,,
1573,9161,Owen Sound Attack,2002-2003,OHL,68.0,18.0,30.0,48.0,109.0,1.0,Mark,Giordano,Mark Giordano,SKATER,D,L,1983-10-03,Richmond Hill Stars,CAN,91.0,201.0,185.0,"6'1""",,,,
1574,9161,Owen Sound Attack,2003-2004,OHL,65.0,14.0,35.0,49.0,72.0,1.0,Mark,Giordano,Mark Giordano,SKATER,D,L,1983-10-03,Richmond Hill Stars,CAN,91.0,201.0,185.0,"6'1""",,,,
1575,92057,Belleville Bulls,2010-2011,OHL,6.0,0.0,0.0,0.0,0.0,-3.0,Darryl,Snelling,Darryl Snelling,SKATER,D,L,1994-03-13,,CAN,73.0,161.0,188.0,"6'2""",,,,
1576,245120,Belleville Bulls,2013-2014,OHL,23.0,0.0,1.0,1.0,4.0,-4.0,Maurizio,Colella,Maurizio Colella,SKATER,F,L,1997-03-21,,CAN,85.0,187.0,183.0,"6'0""",,,,
1577,245120,Belleville Bulls,2014-2015,OHL,57.0,3.0,4.0,7.0,15.0,-14.0,Maurizio,Colella,Maurizio Colella,SKATER,F,L,1997-03-21,,CAN,85.0,187.0,183.0,"6'0""",,,,
1578,245120,Hamilton Bulldogs,2015-2016,OHL,37.0,3.0,5.0,8.0,21.0,-13.0,Maurizio,Colella,Maurizio Colella,SKATER,F,L,1997-03-21,,CAN,85.0,187.0,183.0,"6'0""",,,,
1579,245120,North Bay Battalion,2015-2016,OHL,29.0,5.0,7.0,12.0,14.0,5.0,Maurizio,Colella,Maurizio Colella,SKATER,F,L,1997-03-21,,CAN,85.0,187.0,183.0,"6'0""",,,,
1580,245120,Flint Firebirds,2016-2017,OHL,30.0,12.0,13.0,25.0,11.0,15.0,Maurizio,Colella,Maurizio Colella,SKATER,F,L,1997-03-21,,CAN,85.0,187.0,183.0,"6'0""",,,,
1581,245120,North Bay Battalion,2016-2017,OHL,35.0,6.0,10.0,16.0,21.0,-11.0,Maurizio,Colella,Maurizio Colella,SKATER,F,L,1997-03-21,,CAN,85.0,187.0,183.0,"6'0""",,,,
1582,245120,Flint Firebirds,2017-2018,OHL,67.0,23.0,38.0,61.0,25.0,-23.0,Maurizio,Colella,Maurizio Colella,SKATER,F,L,1997-03-21,,CAN,85.0,187.0,183.0,"6'0""",,,,
1583,313072,Niagara IceDogs,2019-2020,OHL,48.0,5.0,6.0,11.0,8.0,-34.0,Lucas,Theriault,Lucas Theriault,SKATER,F,L,2000-03-14,,CAN,75.0,165.0,173.0,"5'8""",,,,
1584,58312,Owen Sound Attack,2010-2011,OHL,1.0,0.0,0.0,0.0,0.0,,Ricards,Berzins,Ricards Berzins,SKATER,D,L,1992-12-19,Prizma Riga,LVA,85.0,187.0,192.0,"6'4""",,,,
1585,238555,Mississauga Steelheads,2014-2015,OHL,46.0,1.0,3.0,4.0,12.0,-11.0,Jason,Smith,Jason Smith,SKATER,F,L,1997-04-27,,CAN,77.0,170.0,173.0,"5'8""",,,,
1586,238555,Mississauga Steelheads,2015-2016,OHL,60.0,8.0,7.0,15.0,49.0,2.0,Jason,Smith,Jason Smith,SKATER,F,L,1997-04-27,,CAN,77.0,170.0,173.0,"5'8""",,,,
1587,238555,Barrie Colts,2016-2017,OHL,28.0,4.0,6.0,10.0,12.0,-14.0,Jason,Smith,Jason Smith,SKATER,F,L,1997-04-27,,CAN,77.0,170.0,173.0,"5'8""",,,,
1588,238555,Mississauga Steelheads,2016-2017,OHL,39.0,2.0,5.0,7.0,11.0,-2.0,Jason,Smith,Jason Smith,SKATER,F,L,1997-04-27,,CAN,77.0,170.0,173.0,"5'8""",,,,
1589,514651,Guelph Storm,2018-2019,OHL,56.0,5.0,9.0,14.0,2.0,21.0,Daniil,Chayka,Daniil Chayka,SKATER,D,L,2002-10-22,Spartak Moskva,RUS,82.0,181.0,190.0,"6'3""",2021.0,2.0,38.0,Vegas Golden Knights
1590,514651,Guelph Storm,2019-2020,OHL,56.0,11.0,23.0,34.0,18.0,9.0,Daniil,Chayka,Daniil Chayka,SKATER,D,L,2002-10-22,Spartak Moskva,RUS,82.0,181.0,190.0,"6'3""",2021.0,2.0,38.0,Vegas Golden Knights
1591,514651,Guelph Storm,2021-2022,OHL,53.0,7.0,32.0,39.0,22.0,4.0,Daniil,Chayka,Daniil Chayka,SKATER,D,L,2002-10-22,Spartak Moskva,RUS,82.0,181.0,190.0,"6'3""",2021.0,2.0,38.0,Vegas Golden Knights
1592,284096,Oshawa Generals,2015-2016,OHL,62.0,4.0,22.0,26.0,25.0,-9.0,Jack,Studnicka,Jack Studnicka,SKATER,F,R,1999-02-18,Sun County MHA,CAN,88.0,194.0,188.0,"6'2""",2017.0,2.0,53.0,Boston Bruins
1593,284096,Oshawa Generals,2016-2017,OHL,64.0,18.0,34.0,52.0,36.0,-6.0,Jack,Studnicka,Jack Studnicka,SKATER,F,R,1999-02-18,Sun County MHA,CAN,88.0,194.0,188.0,"6'2""",2017.0,2.0,53.0,Boston Bruins
1594,284096,Oshawa Generals,2017-2018,OHL,66.0,22.0,50.0,72.0,43.0,18.0,Jack,Studnicka,Jack Studnicka,SKATER,F,R,1999-02-18,Sun County MHA,CAN,88.0,194.0,188.0,"6'2""",2017.0,2.0,53.0,Boston Bruins
1595,284096,Niagara IceDogs,2018-2019,OHL,30.0,24.0,25.0,49.0,24.0,8.0,Jack,Studnicka,Jack Studnicka,SKATER,F,R,1999-02-18,Sun County MHA,CAN,88.0,194.0,188.0,"6'2""",2017.0,2.0,53.0,Boston Bruins
1596,284096,Oshawa Generals,2018-2019,OHL,30.0,12.0,22.0,34.0,28.0,10.0,Jack,Studnicka,Jack Studnicka,SKATER,F,R,1999-02-18,Sun County MHA,CAN,88.0,194.0,188.0,"6'2""",2017.0,2.0,53.0,Boston Bruins
1597,245966,Ottawa 67's,2016-2017,OHL,14.0,2.0,1.0,3.0,0.0,2.0,Sam,Bitten,Sam Bitten,SKATER,F,L,2000-03-21,Leitrim MHA,CAN,91.0,201.0,188.0,"6'2""",,,,
1598,245966,Ottawa 67's,2017-2018,OHL,68.0,7.0,14.0,21.0,25.0,-8.0,Sam,Bitten,Sam Bitten,SKATER,F,L,2000-03-21,Leitrim MHA,CAN,91.0,201.0,188.0,"6'2""",,,,
1599,245966,Ottawa 67's,2018-2019,OHL,68.0,13.0,22.0,35.0,39.0,23.0,Sam,Bitten,Sam Bitten,SKATER,F,L,2000-03-21,Leitrim MHA,CAN,91.0,201.0,188.0,"6'2""",,,,
1600,245966,Sarnia Sting,2019-2020,OHL,52.0,12.0,20.0,32.0,27.0,-23.0,Sam,Bitten,Sam Bitten,SKATER,F,L,2000-03-21,Leitrim MHA,CAN,91.0,201.0,188.0,"6'2""",,,,
1601,11392,Ottawa 67's,2003-2004,OHL,7.0,0.0,0.0,0.0,4.0,-4.0,Derek,Joslin,Derek Joslin,SKATER,D,L,1987-03-17,Vaughan Kings MHA,CAN,95.0,209.0,185.0,"6'1""",2005.0,5.0,149.0,San Jose Sharks
1602,11392,Ottawa 67's,2004-2005,OHL,68.0,6.0,24.0,30.0,44.0,26.0,Derek,Joslin,Derek Joslin,SKATER,D,L,1987-03-17,Vaughan Kings MHA,CAN,95.0,209.0,185.0,"6'1""",2005.0,5.0,149.0,San Jose Sharks
1603,11392,Ottawa 67's,2005-2006,OHL,68.0,11.0,37.0,48.0,40.0,2.0,Derek,Joslin,Derek Joslin,SKATER,D,L,1987-03-17,Vaughan Kings MHA,CAN,95.0,209.0,185.0,"6'1""",2005.0,5.0,149.0,San Jose Sharks
1604,11392,Ottawa 67's,2006-2007,OHL,68.0,11.0,38.0,49.0,66.0,-12.0,Derek,Joslin,Derek Joslin,SKATER,D,L,1987-03-17,Vaughan Kings MHA,CAN,95.0,209.0,185.0,"6'1""",2005.0,5.0,149.0,San Jose Sharks
1605,11238,Guelph Storm,2005-2006,OHL,62.0,11.0,36.0,47.0,81.0,2.0,Rafael,Rotter,Rafael Rotter,SKATER,F,R,1987-06-14,Wiener EV,AUT,81.0,179.0,172.0,"5'8""",,,,
1606,11238,Guelph Storm,2006-2007,OHL,61.0,16.0,46.0,62.0,90.0,11.0,Rafael,Rotter,Rafael Rotter,SKATER,F,R,1987-06-14,Wiener EV,AUT,81.0,179.0,172.0,"5'8""",,,,
1607,11238,Guelph Storm,2007-2008,OHL,68.0,13.0,46.0,59.0,109.0,-1.0,Rafael,Rotter,Rafael Rotter,SKATER,F,R,1987-06-14,Wiener EV,AUT,81.0,179.0,172.0,"5'8""",,,,
1608,24176,Barrie Colts,2003-2004,OHL,38.0,4.0,13.0,17.0,16.0,6.0,Georgi,Ryazantsev,Georgi Ryazantsev,SKATER,F,L,1986-02-18,,RUS,100.0,220.0,183.0,"6'0""",,,,
1609,300432,Sudbury Wolves,2015-2016,OHL,2.0,0.0,1.0,1.0,2.0,-2.0,Conor,Ali,Conor Ali,SKATER,D,L,1999-03-09,,CAN,88.0,194.0,185.0,"6'1""",,,,
1610,300432,Sudbury Wolves,2016-2017,OHL,49.0,0.0,6.0,6.0,2.0,-1.0,Conor,Ali,Conor Ali,SKATER,D,L,1999-03-09,,CAN,88.0,194.0,185.0,"6'1""",,,,
1611,300432,Kingston Frontenacs,2017-2018,OHL,60.0,0.0,10.0,10.0,16.0,10.0,Conor,Ali,Conor Ali,SKATER,D,L,1999-03-09,,CAN,88.0,194.0,185.0,"6'1""",,,,
1612,300432,Sudbury Wolves,2017-2018,OHL,5.0,0.0,0.0,0.0,0.0,-4.0,Conor,Ali,Conor Ali,SKATER,D,L,1999-03-09,,CAN,88.0,194.0,185.0,"6'1""",,,,
1613,300432,Hamilton Bulldogs,2018-2019,OHL,28.0,0.0,6.0,6.0,6.0,-10.0,Conor,Ali,Conor Ali,SKATER,D,L,1999-03-09,,CAN,88.0,194.0,185.0,"6'1""",,,,
1614,300432,Kingston Frontenacs,2018-2019,OHL,19.0,0.0,5.0,5.0,12.0,0.0,Conor,Ali,Conor Ali,SKATER,D,L,1999-03-09,,CAN,88.0,194.0,185.0,"6'1""",,,,
1615,205552,Ottawa 67's,2013-2014,OHL,48.0,1.0,1.0,2.0,31.0,-24.0,Connor,Graham,Connor Graham,SKATER,F,L,1996-01-02,,CAN,85.0,187.0,180.0,"5'11""",,,,
1616,205552,Ottawa 67's,2014-2015,OHL,60.0,9.0,15.0,24.0,31.0,3.0,Connor,Graham,Connor Graham,SKATER,F,L,1996-01-02,,CAN,85.0,187.0,180.0,"5'11""",,,,
1617,205552,Ottawa 67's,2015-2016,OHL,60.0,7.0,11.0,18.0,24.0,-14.0,Connor,Graham,Connor Graham,SKATER,F,L,1996-01-02,,CAN,85.0,187.0,180.0,"5'11""",,,,
1618,94245,Kingston Frontenacs,2013-2014,OHL,48.0,18.0,20.0,38.0,20.0,-9.0,Rob,Polesello,Rob Polesello,SKATER,F,L,1994-03-27,,CAN,77.0,170.0,170.0,"5'7""",,,,
1619,94245,Kingston Frontenacs,2014-2015,OHL,38.0,17.0,19.0,36.0,26.0,4.0,Rob,Polesello,Rob Polesello,SKATER,F,L,1994-03-27,,CAN,77.0,170.0,170.0,"5'7""",,,,
1620,10700,Mississauga Steelheads,2000-2001,OHL,58.0,5.0,15.0,20.0,134.0,4.0,Drew,Fata,Drew Fata,SKATER,D,L,1983-07-28,,CAN,97.0,214.0,185.0,"6'1""",2001.0,3.0,86.0,Pittsburgh Penguins
1621,10700,Mississauga Steelheads,2001-2002,OHL,67.0,7.0,21.0,28.0,175.0,16.0,Drew,Fata,Drew Fata,SKATER,D,L,1983-07-28,,CAN,97.0,214.0,185.0,"6'1""",2001.0,3.0,86.0,Pittsburgh Penguins
1622,10700,Kingston Frontenacs,2002-2003,OHL,34.0,2.0,17.0,19.0,64.0,-6.0,Drew,Fata,Drew Fata,SKATER,D,L,1983-07-28,,CAN,97.0,214.0,185.0,"6'1""",2001.0,3.0,86.0,Pittsburgh Penguins
1623,10700,Mississauga Steelheads,2002-2003,OHL,35.0,6.0,13.0,19.0,66.0,1.0,Drew,Fata,Drew Fata,SKATER,D,L,1983-07-28,,CAN,97.0,214.0,185.0,"6'1""",2001.0,3.0,86.0,Pittsburgh Penguins
1624,17495,Guelph Storm,2009-2010,OHL,49.0,5.0,31.0,36.0,67.0,10.0,Sam,Lofquist,Sam Lofquist,SKATER,D,R,1990-03-15,Wisconsin Fire,USA,98.0,216.0,188.0,"6'2""",,,,
1625,17495,Guelph Storm,2010-2011,OHL,62.0,8.0,28.0,36.0,57.0,9.0,Sam,Lofquist,Sam Lofquist,SKATER,D,R,1990-03-15,Wisconsin Fire,USA,98.0,216.0,188.0,"6'2""",,,,
1626,233030,London Knights,2015-2016,OHL,57.0,30.0,77.0,107.0,80.0,45.0,Matthew,Tkachuk,Matthew Tkachuk,SKATER,F,L,1997-12-11,,USA,92.0,203.0,188.0,"6'2""",2016.0,1.0,6.0,Calgary Flames
1627,11111,Barrie Colts,2002-2003,OHL,61.0,12.0,14.0,26.0,36.0,-1.0,Evan,Brophey,Evan Brophey,SKATER,F,L,1986-12-03,,CAN,92.0,203.0,185.0,"6'1""",2005.0,3.0,68.0,Chicago Blackhawks
1628,11111,Barrie Colts,2003-2004,OHL,67.0,14.0,11.0,25.0,63.0,-2.0,Evan,Brophey,Evan Brophey,SKATER,F,L,1986-12-03,,CAN,92.0,203.0,185.0,"6'1""",2005.0,3.0,68.0,Chicago Blackhawks
1629,11111,Barrie Colts,2004-2005,OHL,10.0,3.0,7.0,10.0,13.0,3.0,Evan,Brophey,Evan Brophey,SKATER,F,L,1986-12-03,,CAN,92.0,203.0,185.0,"6'1""",2005.0,3.0,68.0,Chicago Blackhawks
1630,11111,Belleville Bulls,2004-2005,OHL,53.0,25.0,36.0,61.0,42.0,1.0,Evan,Brophey,Evan Brophey,SKATER,F,L,1986-12-03,,CAN,92.0,203.0,185.0,"6'1""",2005.0,3.0,68.0,Chicago Blackhawks
1631,11111,Belleville Bulls,2005-2006,OHL,22.0,9.0,17.0,26.0,39.0,-15.0,Evan,Brophey,Evan Brophey,SKATER,F,L,1986-12-03,,CAN,92.0,203.0,185.0,"6'1""",2005.0,3.0,68.0,Chicago Blackhawks
1632,11111,Plymouth Whalers,2005-2006,OHL,40.0,10.0,25.0,35.0,42.0,10.0,Evan,Brophey,Evan Brophey,SKATER,F,L,1986-12-03,,CAN,92.0,203.0,185.0,"6'1""",2005.0,3.0,68.0,Chicago Blackhawks
1633,11111,Plymouth Whalers,2006-2007,OHL,68.0,36.0,71.0,107.0,91.0,39.0,Evan,Brophey,Evan Brophey,SKATER,F,L,1986-12-03,,CAN,92.0,203.0,185.0,"6'1""",2005.0,3.0,68.0,Chicago Blackhawks
1634,315260,Peterborough Petes,2016-2017,OHL,63.0,8.0,21.0,29.0,2.0,-12.0,Semyon,Der-Arguchintsev,Semyon Der-Arguchintsev,SKATER,F,R,2000-09-15,Krylia Sovetov Moskva,RUS,75.0,165.0,178.0,"5'10""",2018.0,3.0,76.0,Toronto Maple Leafs
1635,315260,Peterborough Petes,2017-2018,OHL,68.0,12.0,39.0,51.0,18.0,-19.0,Semyon,Der-Arguchintsev,Semyon Der-Arguchintsev,SKATER,F,R,2000-09-15,Krylia Sovetov Moskva,RUS,75.0,165.0,178.0,"5'10""",2018.0,3.0,76.0,Toronto Maple Leafs
1636,315260,Peterborough Petes,2018-2019,OHL,62.0,6.0,40.0,46.0,20.0,-13.0,Semyon,Der-Arguchintsev,Semyon Der-Arguchintsev,SKATER,F,R,2000-09-15,Krylia Sovetov Moskva,RUS,75.0,165.0,178.0,"5'10""",2018.0,3.0,76.0,Toronto Maple Leafs
1637,315260,Peterborough Petes,2019-2020,OHL,55.0,12.0,63.0,75.0,23.0,11.0,Semyon,Der-Arguchintsev,Semyon Der-Arguchintsev,SKATER,F,R,2000-09-15,Krylia Sovetov Moskva,RUS,75.0,165.0,178.0,"5'10""",2018.0,3.0,76.0,Toronto Maple Leafs
1638,19171,Barrie Colts,2006-2007,OHL,48.0,7.0,7.0,14.0,37.0,-1.0,Stefan,Della Rovere,Stefan Della Rovere,SKATER,F,L,1990-02-25,Vaughan Rangers,CAN,93.0,205.0,180.0,"5'11""",2008.0,7.0,204.0,Washington Capitals
1639,19171,Barrie Colts,2007-2008,OHL,68.0,13.0,19.0,32.0,171.0,-14.0,Stefan,Della Rovere,Stefan Della Rovere,SKATER,F,L,1990-02-25,Vaughan Rangers,CAN,93.0,205.0,180.0,"5'11""",2008.0,7.0,204.0,Washington Capitals
1640,19171,Barrie Colts,2008-2009,OHL,57.0,27.0,24.0,51.0,146.0,6.0,Stefan,Della Rovere,Stefan Della Rovere,SKATER,F,L,1990-02-25,Vaughan Rangers,CAN,93.0,205.0,180.0,"5'11""",2008.0,7.0,204.0,Washington Capitals
1641,19171,Barrie Colts,2009-2010,OHL,57.0,18.0,23.0,41.0,125.0,19.0,Stefan,Della Rovere,Stefan Della Rovere,SKATER,F,L,1990-02-25,Vaughan Rangers,CAN,93.0,205.0,180.0,"5'11""",2008.0,7.0,204.0,Washington Capitals
1642,45609,London Knights,2009-2010,OHL,53.0,2.0,3.0,5.0,32.0,11.0,Reid,McNeill,Reid McNeill,SKATER,D,L,1992-04-29,,CAN,98.0,216.0,193.0,"6'4""",2010.0,6.0,170.0,Pittsburgh Penguins
1643,45609,London Knights,2010-2011,OHL,62.0,2.0,4.0,6.0,70.0,-1.0,Reid,McNeill,Reid McNeill,SKATER,D,L,1992-04-29,,CAN,98.0,216.0,193.0,"6'4""",2010.0,6.0,170.0,Pittsburgh Penguins
1644,45609,Barrie Colts,2011-2012,OHL,51.0,3.0,9.0,12.0,60.0,9.0,Reid,McNeill,Reid McNeill,SKATER,D,L,1992-04-29,,CAN,98.0,216.0,193.0,"6'4""",2010.0,6.0,170.0,Pittsburgh Penguins
1645,582515,Peterborough Petes,2019-2020,OHL,56.0,4.0,7.0,11.0,18.0,-1.0,Jon-Randall,Avon,Jon-Randall Avon,SKATER,F,L,2003-07-04,Peterborough Jr. Petes MHA,CAN,79.0,174.0,183.0,"6'0""",,,,
1646,582515,Peterborough Petes,2021-2022,OHL,64.0,29.0,39.0,68.0,36.0,-14.0,Jon-Randall,Avon,Jon-Randall Avon,SKATER,F,L,2003-07-04,Peterborough Jr. Petes MHA,CAN,79.0,174.0,183.0,"6'0""",,,,
1647,268127,Mississauga Steelheads,2015-2016,OHL,8.0,0.0,0.0,0.0,17.0,-4.0,Jake,Harrison,Jake Harrison,SKATER,F,R,1996-06-17,,CAN,95.0,209.0,185.0,"6'1""",,,,
1648,156923,Guelph Storm,2012-2013,OHL,59.0,10.0,23.0,33.0,38.0,13.0,Robby,Fabbri,Robby Fabbri,SKATER,F,L,1996-01-22,Mississauga MHA,CAN,83.0,183.0,180.0,"5'11""",2014.0,1.0,21.0,St. Louis Blues
1649,156923,Guelph Storm,2013-2014,OHL,58.0,45.0,42.0,87.0,55.0,45.0,Robby,Fabbri,Robby Fabbri,SKATER,F,L,1996-01-22,Mississauga MHA,CAN,83.0,183.0,180.0,"5'11""",2014.0,1.0,21.0,St. Louis Blues
1650,156923,Guelph Storm,2014-2015,OHL,30.0,25.0,26.0,51.0,40.0,9.0,Robby,Fabbri,Robby Fabbri,SKATER,F,L,1996-01-22,Mississauga MHA,CAN,83.0,183.0,180.0,"5'11""",2014.0,1.0,21.0,St. Louis Blues
1651,413833,Owen Sound Attack,2018-2019,OHL,60.0,2.0,8.0,10.0,12.0,-12.0,Nolan,Seed,Nolan Seed,SKATER,D,L,2002-04-24,,CAN,76.0,168.0,180.0,"5'11""",,,,
1652,413833,Owen Sound Attack,2019-2020,OHL,54.0,1.0,6.0,7.0,24.0,1.0,Nolan,Seed,Nolan Seed,SKATER,D,L,2002-04-24,,CAN,76.0,168.0,180.0,"5'11""",,,,
1653,413833,Owen Sound Attack,2021-2022,OHL,39.0,4.0,8.0,12.0,41.0,-3.0,Nolan,Seed,Nolan Seed,SKATER,D,L,2002-04-24,,CAN,76.0,168.0,180.0,"5'11""",,,,
1654,127499,Kingston Frontenacs,2012-2013,OHL,53.0,6.0,8.0,14.0,33.0,-10.0,Marc,Beckstead,Marc Beckstead,SKATER,F,R,1995-04-18,,CAN,91.0,201.0,185.0,"6'1""",,,,
1655,92684,Owen Sound Attack,2010-2011,OHL,47.0,10.0,11.0,21.0,11.0,4.0,Jarrod,Maidens,Jarrod Maidens,SKATER,F,R,1994-03-04,,CAN,82.0,181.0,185.0,"6'1""",2012.0,3.0,82.0,Ottawa Senators
1656,92684,Owen Sound Attack,2011-2012,OHL,28.0,12.0,11.0,23.0,4.0,-2.0,Jarrod,Maidens,Jarrod Maidens,SKATER,F,R,1994-03-04,,CAN,82.0,181.0,185.0,"6'1""",2012.0,3.0,82.0,Ottawa Senators
1657,312819,Guelph Storm,2016-2017,OHL,67.0,4.0,16.0,20.0,41.0,-24.0,Dmitri,Samorukov,Dmitri Samorukov,SKATER,D,L,1999-06-16,CSKA Moskva,RUS,90.0,198.0,189.0,"6'2""",2017.0,3.0,84.0,Edmonton Oilers
1658,312819,Guelph Storm,2017-2018,OHL,62.0,11.0,23.0,34.0,29.0,-10.0,Dmitri,Samorukov,Dmitri Samorukov,SKATER,D,L,1999-06-16,CSKA Moskva,RUS,90.0,198.0,189.0,"6'2""",2017.0,3.0,84.0,Edmonton Oilers
1659,312819,Guelph Storm,2018-2019,OHL,59.0,10.0,35.0,45.0,20.0,36.0,Dmitri,Samorukov,Dmitri Samorukov,SKATER,D,L,1999-06-16,CSKA Moskva,RUS,90.0,198.0,189.0,"6'2""",2017.0,3.0,84.0,Edmonton Oilers
1660,334881,London Knights,2015-2016,OHL,1.0,0.0,0.0,0.0,0.0,0.0,James,Newland,James Newland,SKATER,D,L,1997-07-20,,CAN,96.0,212.0,188.0,"6'2""",,,,
1661,726381,Peterborough Petes,2021-2022,OHL,37.0,1.0,1.0,2.0,8.0,-3.0,Zack,Lewis,Zack Lewis,SKATER,F,R,2005-01-25,,CAN,76.0,168.0,188.0,"6'2""",,,,
1662,245209,Oshawa Generals,2014-2015,OHL,53.0,11.0,4.0,15.0,14.0,2.0,Kenny,Huether,Kenny Huether,SKATER,F,R,1997-08-06,,CAN,82.0,181.0,177.0,"5'10""",,,,
1663,245209,Oshawa Generals,2015-2016,OHL,64.0,26.0,32.0,58.0,13.0,-8.0,Kenny,Huether,Kenny Huether,SKATER,F,R,1997-08-06,,CAN,82.0,181.0,177.0,"5'10""",,,,
1664,245209,Oshawa Generals,2016-2017,OHL,68.0,16.0,17.0,33.0,53.0,2.0,Kenny,Huether,Kenny Huether,SKATER,F,R,1997-08-06,,CAN,82.0,181.0,177.0,"5'10""",,,,
1665,245209,Oshawa Generals,2017-2018,OHL,67.0,30.0,24.0,54.0,16.0,13.0,Kenny,Huether,Kenny Huether,SKATER,F,R,1997-08-06,,CAN,82.0,181.0,177.0,"5'10""",,,,
1666,723357,Sarnia Sting,2021-2022,OHL,56.0,10.0,11.0,21.0,42.0,1.0,Angus,MacDonell,Angus MacDonell,SKATER,F,L,2005-05-11,,CAN,78.0,172.0,178.0,"5'10""",,,,
1667,30924,Guelph Storm,2007-2008,OHL,38.0,0.0,2.0,2.0,26.0,-1.0,Conor,Stokes,Conor Stokes,SKATER,F,R,1991-06-08,,USA,80.0,176.0,183.0,"6'0""",,,,
1668,30924,Guelph Storm,2008-2009,OHL,3.0,0.0,0.0,0.0,0.0,0.0,Conor,Stokes,Conor Stokes,SKATER,F,R,1991-06-08,,USA,80.0,176.0,183.0,"6'0""",,,,
1669,30924,Oshawa Generals,2008-2009,OHL,44.0,7.0,4.0,11.0,29.0,-9.0,Conor,Stokes,Conor Stokes,SKATER,F,R,1991-06-08,,USA,80.0,176.0,183.0,"6'0""",,,,
1670,30924,Oshawa Generals,2009-2010,OHL,63.0,14.0,14.0,28.0,58.0,-30.0,Conor,Stokes,Conor Stokes,SKATER,F,R,1991-06-08,,USA,80.0,176.0,183.0,"6'0""",,,,
1671,30924,Kingston Frontenacs,2010-2011,OHL,64.0,7.0,22.0,29.0,157.0,-13.0,Conor,Stokes,Conor Stokes,SKATER,F,R,1991-06-08,,USA,80.0,176.0,183.0,"6'0""",,,,
1672,30924,Kingston Frontenacs,2011-2012,OHL,42.0,6.0,13.0,19.0,86.0,-18.0,Conor,Stokes,Conor Stokes,SKATER,F,R,1991-06-08,,USA,80.0,176.0,183.0,"6'0""",,,,
